City,PM2.5,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,147.18,33.06,36.87,69.93,33.06,21.24,131.12,25.83,60.82,9.26,557,Severe
Ahmedabad,207.13,28.41,35.31,60.37,28.41,50.33,,28.86,55.93,8.74,536,Severe
Ahmedabad,191.01,39.61,50.11,89.72,39.61,40.78,27.9,17.39,60.02,11.13,354,Very Poor
Ahmedabad,192.35,9.39,29.04,38.43,9.39,29.18,33.21,22.88,52.49,10.86,381,Very Poor
Ahmedabad,127.64,6.74,31.91,38.64,6.74,26.94,47.33,9.55,20.72,4.32,355,Very Poor
Ahmedabad,27.29,9.81,28.12,37.93,9.81,1.61,39.26,0,0,0,272,Poor
Ahmedabad,41.43,10.45,31.82,42.09,10.45,1.7,28.05,0,0,0,253,Poor
Ahmedabad,30.16,10.41,15.99,26.4,10.41,1.6,23.76,0,0,0,256,Poor
Ahmedabad,29.42,9.39,10.11,19.5,9.39,1.57,16.42,0,0,0,257,Poor
Ahmedabad,20.87,9.04,7.49,16.54,9.04,1.6,14.27,0,0,0,213,Poor
Ahmedabad,35.08,8.36,6.52,14.88,8.36,1.63,19.44,0,0,0,218,Poor
Ahmedabad,40.23,8.68,2.79,11.47,8.68,1.69,15.16,0,0,0,214,Poor
Ahmedabad,54.25,8.11,2.78,10.89,8.11,1.42,18.46,0,0,0,207,Poor
Ahmedabad,49.04,7.38,1.65,9.03,7.38,1.44,15.33,0,0,0,169,Moderate
Ahmedabad,36.47,0.98,37.13,22.38,0.98,19.01,,0,0,0,72,Satisfactory
Ahmedabad,40.9,4.09,36.77,24.99,4.09,17.01,,0,0,0,91,Satisfactory
Ahmedabad,34.19,6.02,34.38,20.93,6.02,14.17,,0,0,0,124,Moderate
Ahmedabad,32.92,4.92,36.8,25.92,4.92,14.66,,0,0,0,145,Moderate
Ahmedabad,41.39,100.77,54.7,48.42,100.77,15.75,,0,0,0.13,499,Severe
Ahmedabad,31.71,1.67,22.75,18.5,1.67,15.47,,0,0,0,557,Severe
Ahmedabad,33.48,1.94,30.88,27.87,1.94,14.26,,0,0,0,114,Moderate
Ahmedabad,30.8,2.57,25.15,24.2,2.57,17.02,,0,0,0,148,Moderate
Ahmedabad,30.47,1.64,38.78,36.5,1.64,15.8,,0,0.01,0,99,Satisfactory
Ahmedabad,34.64,6.67,39.23,38.7,6.67,15.07,,0,0,0,117,Moderate
Ahmedabad,43.71,8.85,39.95,40.31,8.85,15.37,,0,0,0,275,Poor
Ahmedabad,46.52,3.87,33.24,33.53,3.87,15,6.9,0,0,0,183,Moderate
Ahmedabad,36.54,18.76,20.32,33.01,18.76,16.78,11.46,6.37,11.68,8.7,336,Very Poor
Ahmedabad,36.87,26.51,23.28,47.75,26.51,13.74,4.91,4.83,12.77,6.74,468,Severe
Ahmedabad,46.19,86.72,29.66,116.39,86.72,14.31,4.77,5.5,26.78,0.99,776,Severe
Ahmedabad,48.44,84.21,30.66,114.87,84.21,15.67,4.26,1.62,7.1,0.23,805,Severe
Ahmedabad,40.18,72.58,28.27,100.85,72.58,14.63,4.33,0,0.3,0,705,Severe
Ahmedabad,33.5,79.53,30.42,109.95,79.53,14.95,4.81,0,0,0,740,Severe
Ahmedabad,29.36,83.72,29.75,113.47,83.72,15.31,3.68,0,0,0,751,Severe
Ahmedabad,44.59,89.85,29.34,119.19,89.85,14.18,4.91,0.13,0,0,798,Severe
Ahmedabad,50.65,10.63,13,19.88,10.63,13.06,6.21,33.6,19.27,0.09,494,Severe
Ahmedabad,33.93,5.06,13.41,16.13,5.06,19.54,6.16,3.24,0.04,0,234,Poor
Ahmedabad,93.34,9.72,27.88,34.75,9.72,13.18,1.4,0.1,0,0,327,Very Poor
Ahmedabad,38.06,6.96,22.63,29.58,6.96,14.75,3.47,2.67,6.25,1.44,257,Poor
Ahmedabad,20.19,10.41,18.13,28.54,10.41,15.01,4.9,8.43,13.81,2.64,300,Poor
Ahmedabad,10.45,12.59,17.81,30.41,12.59,14.26,5.87,5.66,18.88,3.59,309,Very Poor
Ahmedabad,29.87,13.53,14.69,28.22,13.53,14.56,9.6,8.99,19.6,7.22,316,Very Poor
Ahmedabad,60.18,8.64,13.25,21.89,8.64,15.3,13.19,3.04,10.46,2.29,296,Poor
Ahmedabad,85.1,8.14,12.91,21.04,8.14,14.51,12.45,2.64,9.08,1.5,240,Poor
Ahmedabad,55.55,8.38,13.45,21.83,8.38,16.6,11.84,3.91,8.47,1.27,220,Poor
Ahmedabad,170.22,15.47,17.88,33.33,15.47,14.21,10.05,3.98,8.81,1.57,460,Severe
Ahmedabad,35.05,7.66,16.07,23.73,7.66,16.13,9.81,3.92,7.92,1.36,341,Very Poor
Ahmedabad,37.68,6.39,9.49,15.88,6.39,16.15,13.7,2.5,6.9,0.92,216,Poor
Ahmedabad,32.78,6.08,12.1,20.94,6.08,12.29,13.13,2.6,10.38,2.52,174,Moderate
Ahmedabad,53.5,12,14.19,26.57,12,16.32,5.48,7.94,13.77,2.91,252,Poor
Ahmedabad,48.24,10.91,15.52,26.43,10.91,16.16,5.98,6.48,11.94,2.44,283,Poor
Ahmedabad,63.27,8.82,13.23,25.6,8.82,24.81,8.68,4.04,11.75,1.63,282,Poor
Ahmedabad,40.43,7.42,10.29,23.27,7.42,12.24,5,2.99,8.49,1.36,189,Moderate
Ahmedabad,31.15,8.91,9.94,18.86,8.91,21.48,12.97,3.07,7.01,1.11,204,Poor
Ahmedabad,33.76,9.15,12.22,21.37,9.15,17.68,8.36,2.68,8.58,1.24,207,Poor
Ahmedabad,35.95,10.05,9.75,19.8,10.05,16.66,8.61,2.59,9.85,1.74,218,Poor
Ahmedabad,58.07,10.51,8.67,19.18,10.51,21.2,19.87,3.49,11.59,3.3,243,Poor
Ahmedabad,46.04,9.72,8.75,18.46,9.72,17.27,10.35,2.09,6.33,1.19,219,Poor
Ahmedabad,52.27,10.79,9.23,20.02,10.79,19.62,9.14,4.67,8.96,1.89,247,Poor
Ahmedabad,46.68,10.08,9.3,19.73,10.08,17.77,15.97,2.98,7.55,1.4,235,Poor
Ahmedabad,44.59,10.47,7.39,17.86,10.47,17.62,11.2,2.88,6.65,1,234,Poor
Ahmedabad,30.81,9.36,7.86,17.22,9.36,17.58,15.72,1.96,4.87,0.97,217,Poor
Ahmedabad,47.67,9.63,8.39,18.02,9.63,16.95,18.89,2.41,6.07,1.07,222,Poor
Ahmedabad,35.69,9.38,8.14,18.2,9.38,16.72,14.63,1.77,5.62,0.78,241,Poor
Ahmedabad,36.44,9.59,7.07,16.66,9.59,17.76,14.99,1.53,5.32,0.59,225,Poor
Ahmedabad,33.83,10.14,7.82,18.27,10.14,17.93,13.9,1.49,4.8,0.66,241,Poor
Ahmedabad,34.23,10.17,7.14,17.3,10.17,18.76,13.79,1.35,3.9,0.58,237,Poor
Ahmedabad,52.15,10.7,7.15,17.85,10.7,16.32,14.67,2.75,8.02,0.91,251,Poor
Ahmedabad,35.99,9.91,8.65,18.56,9.91,19.29,18.16,1.77,4.13,2.96,220,Poor
Ahmedabad,37.93,9.75,9.2,18.95,9.75,19.07,15.42,2.23,4.58,1.11,221,Poor
Ahmedabad,31.94,9.5,7.84,17.34,9.5,16.87,14.27,1.12,3.59,0.65,226,Poor
Ahmedabad,18.04,7.3,7.02,17.19,7.3,15.49,19,0.61,2.32,0.36,208,Poor
Ahmedabad,27.9,9.52,9.55,21.06,9.52,14.48,21.74,1.28,5.49,1.3,190,Moderate
Ahmedabad,36.51,10.07,10.68,21.06,10.07,18.22,22.56,1.53,6.64,1.82,250,Poor
Ahmedabad,55.71,11.17,12.86,24.03,11.17,17.75,21.14,2.55,10.55,3.43,280,Poor
Ahmedabad,57.01,13.68,11.99,25.67,13.68,18.36,20.81,3,15.01,4.97,306,Very Poor
Ahmedabad,53.94,10.01,12.54,22.55,10.01,18.85,24.79,2.72,9.57,2.13,249,Poor
Ahmedabad,49.34,9.75,8.67,18.43,9.75,15.82,26.39,2.02,6.6,0.97,213,Poor
Ahmedabad,39.43,12.67,10.1,22.77,12.67,16.95,11.63,4.34,9.99,2.34,268,Poor
Ahmedabad,42.33,11.31,9.31,20.62,11.31,19.61,15.38,3.78,8.85,1.94,267,Poor
Ahmedabad,26.75,9.8,6.77,16.57,9.8,19.37,17.5,1.94,4.72,0.71,216,Poor
Ahmedabad,34.16,9.66,5.46,15.12,9.66,18.59,17.44,0.63,3.06,0.47,212,Poor
Ahmedabad,30.07,9.82,5.73,15.55,9.82,18.28,17.65,1.65,3.38,0.6,214,Poor
Ahmedabad,25.54,9.5,5.56,15.63,9.5,15.28,16.47,1.1,2.55,0.48,222,Poor
Ahmedabad,38.47,10.63,5.7,16.34,10.63,17.44,17.34,1.28,3.62,0.78,216,Poor
Ahmedabad,42.55,10.36,6.59,16.95,10.36,17.85,20.24,1.28,2.99,0.24,236,Poor
Ahmedabad,38.1,10.2,7.04,17.24,10.2,18.46,16.83,1.6,3.68,0.3,225,Poor
Ahmedabad,27.22,12.02,6.34,18.36,12.02,17.38,12.94,1.25,5.51,0.06,231,Poor
Ahmedabad,41.81,10.75,9.77,20.52,10.75,18.03,22.44,1.4,4.97,0.05,298,Poor
Ahmedabad,75.03,11.23,9.47,20.7,11.23,17.61,41.28,1.76,6.56,0.02,267,Poor
Ahmedabad,75.06,14.78,6.35,21.13,14.78,19.31,6,4.41,7.7,0,301,Very Poor
Ahmedabad,85.36,14.48,7.59,22.5,14.48,7.63,20.62,3.14,11.29,0,311,Very Poor
Ahmedabad,124.97,13.2,9.72,22.91,13.2,6.74,26.4,2.99,11.31,0.01,313,Very Poor
Ahmedabad,86.63,11.74,6.39,18.13,11.74,9.97,20.38,0.36,0.76,0,267,Poor
Ahmedabad,70.34,11.25,7.1,18.35,11.25,12.49,20.13,0,0,0,232,Poor
Ahmedabad,50.49,10.91,5.04,15.95,10.91,13.29,22.39,0,0,0,229,Poor
Ahmedabad,42.25,11.07,6.55,17.62,11.07,9.61,24.3,0,0,0,227,Poor
Ahmedabad,48.23,11.09,9.01,19.25,11.09,18.51,18.52,0.01,0.02,0,236,Poor
Ahmedabad,138.94,10.27,16.9,27.16,10.27,66.98,37.01,0,0,0,326,Very Poor
Ahmedabad,155.68,16.66,19.69,36.35,16.66,61.24,33.7,0,0,0,395,Very Poor
Ahmedabad,120.35,20.67,16.95,37.63,20.67,49.8,29.53,0,0,0,507,Severe
Ahmedabad,140.81,18.56,19.3,37.86,18.56,15.83,31.21,0,0,0,423,Severe
Ahmedabad,87.09,10.15,13.98,24.12,10.15,18.17,29.43,3.79,7.38,2.49,315,Very Poor
Ahmedabad,83.57,7.8,10.61,18.41,7.8,19.72,30.68,3.77,15.49,5.59,213,Poor
Ahmedabad,75.41,12.23,11.07,23.3,12.23,26.31,37.64,4.07,14.97,9.04,263,Poor
Ahmedabad,106.86,9.38,10.22,19.6,9.38,30.72,36.65,3.81,11.32,5.67,355,Very Poor
Ahmedabad,96.53,9.03,10.8,19.83,9.03,26.45,33.14,4.92,11.85,5.33,362,Very Poor
Ahmedabad,76.96,6.95,9.04,16,6.95,28.44,41.7,2.06,7.8,3.18,236,Poor
Ahmedabad,73.05,7.04,8.37,15.4,7.04,40,40.57,2.35,4.96,2.44,192,Moderate
Ahmedabad,72.52,7.31,9.14,16.45,7.31,28.08,32.65,1.76,5.73,3.64,230,Poor
Ahmedabad,109.22,11.05,13.21,24.26,11.05,60.04,33.06,3.87,10.35,5.17,278,Poor
Ahmedabad,122.63,18.84,16.36,35.2,18.84,24.52,31.59,4.44,18.43,10.12,390,Very Poor
Ahmedabad,214.36,19.66,18.38,38.03,19.66,46.6,33.34,6.05,20.53,11.69,509,Severe
Ahmedabad,182.59,26.06,18.2,44.25,26.06,23.81,41,8.18,19.9,10.1,457,Severe
Ahmedabad,203.3,11.74,14.79,26.54,11.74,16.14,47.43,2.23,6.43,4.65,417,Severe
Ahmedabad,152.03,10.97,12.7,23.67,10.97,16.78,56.43,1.56,5.4,4.23,390,Very Poor
Ahmedabad,176.02,7.51,12.78,20.66,7.51,66.19,35,0.79,2.16,1.69,361,Very Poor
Ahmedabad,112.25,104.94,36.61,141.28,104.94,43.78,23.6,21.01,51.59,3.38,1426,Severe
Ahmedabad,133.07,70.84,51.06,121.9,70.84,61.91,32.46,22.32,55.28,4.05,1348,Severe
Ahmedabad,93.96,71.28,46.94,118.1,71.28,47.05,6.36,13.78,46.17,2.37,1073,Severe
Ahmedabad,93.7,55.17,53.13,108.3,55.17,47.28,21.54,19.04,55.69,3.75,952,Severe
Ahmedabad,96.65,24.81,67.28,66.67,24.81,67.31,33.84,21.21,60.08,3.37,550,Severe
Ahmedabad,107.09,16.58,95.73,59.61,16.58,104.29,44.5,22.37,76.3,5.22,538,Severe
Ahmedabad,119.02,17.91,82.3,53.51,17.91,101.88,77.28,21.71,68.45,6.02,498,Severe
Ahmedabad,83.86,36.74,82.94,67.88,36.74,90.76,52.82,23.48,82.75,14.62,517,Severe
Ahmedabad,72.67,42.99,108.74,85.13,42.99,106.41,27.74,33.58,117.04,39.38,901,Severe
Ahmedabad,85.35,48.64,105.07,87.55,48.64,111.22,62.31,35.32,143.01,39.8,669,Severe
Ahmedabad,101.25,51.7,106.82,90.69,51.7,113.03,58.29,34.08,134.63,40.55,1141,Severe
Ahmedabad,90.02,47.15,99.02,83.49,47.15,130.27,67.89,0,0,0,707,Severe
Ahmedabad,119.17,98.33,98.11,121.12,98.33,110.08,48.07,12.51,0.63,8.3,1577,Severe
Ahmedabad,148.83,45.88,29.79,48.57,45.88,113.64,36.02,49.7,1.66,24.73,1065,Severe
Ahmedabad,85.32,5.06,31.48,15.88,5.06,124.92,28.71,14.55,0.55,6.98,195,Moderate
Ahmedabad,143.07,5.85,73.39,40.17,5.85,132.05,42.6,15.08,0.51,4.07,291,Poor
Ahmedabad,140.88,6.11,76.05,41.66,6.11,130.2,26.06,13.81,0.5,3.84,313,Very Poor
Ahmedabad,99.77,10.23,73.33,43.4,10.23,99.05,37.6,20.24,7.37,3.58,333,Very Poor
Ahmedabad,111.92,15.17,81.11,50.89,15.17,112.56,62.34,10.59,22.64,32.4,371,Very Poor
Ahmedabad,96.51,15.07,84.06,52.25,15.07,102.74,74.34,35.22,54.77,37.06,463,Severe
Ahmedabad,80.52,24,88.07,60.87,24,118.4,55.49,3.34,12.65,5.8,419,Severe
Ahmedabad,92.8,45.76,102.15,83.98,45.76,143.12,55.83,4.01,14.62,5.88,700,Severe
Ahmedabad,102.26,37.88,111.94,117.06,37.88,140.1,45.65,2.18,9.87,4.42,1043,Severe
Ahmedabad,108.19,55.69,109.21,94.83,55.69,117.82,47.4,12.43,18.84,16.9,1029,Severe
Ahmedabad,93.87,69.71,102.93,102.24,69.71,122.74,43.8,5.13,30.23,7.32,1041,Severe
Ahmedabad,109.53,55.08,117.71,98.52,55.08,123.22,43,8.31,39.7,8.85,1430,Severe
Ahmedabad,79.34,14.63,106.33,62.78,14.63,113.88,54.62,17.73,69.72,12.9,765,Severe
Ahmedabad,93.05,40.22,94.66,76.19,40.22,104.74,60.03,31.5,104.29,24.51,599,Severe
Ahmedabad,85.51,30.39,98.09,70.53,30.39,107.36,40.02,27.59,139.46,21.26,764,Severe
Ahmedabad,80.89,6.14,71.52,39.47,6.14,103.62,78.13,12.02,61.66,7.27,330,Very Poor
Ahmedabad,58.62,5.49,61.64,34.16,5.49,88.67,86.71,8.51,31.34,3.59,205,Poor
Ahmedabad,68.53,5.78,61.38,34.25,5.78,85.69,88.35,9.43,38.61,4.86,164,Moderate
Ahmedabad,81.38,5.9,55.07,31.27,5.9,58.91,39.29,11,41.5,16.69,187,Moderate
Ahmedabad,56.54,5.46,32.13,19.75,5.46,31.81,66.39,8.81,27.96,3.73,149,Moderate
Ahmedabad,74.08,7.19,57.73,33.53,7.19,45.02,40.27,15.38,53.13,9.9,215,Poor
Ahmedabad,62.76,5.58,62.02,34.05,5.58,74.08,83.18,14.84,67.56,10.1,284,Poor
Ahmedabad,86.09,5.9,72.14,39.59,5.9,114.3,59.39,16.74,75.26,9.42,167,Moderate
Ahmedabad,59.74,26.28,77.12,57.23,26.28,98.31,42.01,23.84,93.18,14.29,337,Very Poor
Ahmedabad,87.13,28.06,56.52,48.51,28.06,115.96,53.61,26.49,81.22,17.99,696,Severe
Ahmedabad,52.15,15.98,65.44,43.85,15.98,86.58,58.81,1.82,12.48,28.35,295,Poor
Ahmedabad,67.51,20.79,88.83,58.85,20.79,112.57,51.5,0.99,5.97,3.92,565,Severe
Ahmedabad,70.08,11.42,81.65,48.35,11.42,116.77,61.73,0.74,5.81,3.21,400,Very Poor
Ahmedabad,86.9,7.54,76.2,42.8,7.54,105.41,72.02,8.28,27.53,8.36,250,Poor
Ahmedabad,77.34,6.33,61.41,34.68,6.33,102.44,75.64,12.03,37.64,3.29,232,Poor
Ahmedabad,65.93,5.7,45.55,26.48,5.7,99.74,105.69,9.37,36.74,3.21,174,Moderate
Ahmedabad,66.58,7.16,62.16,35.66,7.16,98.89,66.87,11.34,52.45,9.93,198,Moderate
Ahmedabad,62.24,17.88,88.65,56.59,17.88,109.76,48.64,18.08,85.56,12.11,340,Very Poor
Ahmedabad,62.07,8.72,72.18,41.72,8.72,102.25,56.86,14.06,63.32,8.47,355,Very Poor
Ahmedabad,72.04,7.78,73.92,41.87,7.78,114.05,73.53,15.03,58.24,7.72,246,Poor
Ahmedabad,67.44,5.95,62.74,35.05,5.95,99.05,93.19,12.12,47.21,5.22,216,Poor
Ahmedabad,77.76,25.81,78.94,57.77,25.81,110.69,79.46,19.04,87.65,20.17,306,Very Poor
Ahmedabad,96.71,19.89,101.08,64.15,19.89,127.91,54.97,22.98,101.88,17.71,650,Severe
Ahmedabad,75.14,29.6,89.68,65.84,29.6,116.39,67.14,19.73,87.41,17.33,515,Severe
Ahmedabad,69.27,15.17,79.33,52.7,15.17,85.87,65.28,15.99,69.1,11.46,529,Severe
Ahmedabad,71.54,26.95,89.06,63.56,26.95,111.43,65.58,21.84,106.69,16.78,404,Severe
Ahmedabad,104.13,43.47,101.35,81.88,43.47,113.39,58.08,29.83,84.76,26.51,773,Severe
Ahmedabad,88.93,30.55,93.2,68.26,30.55,112.46,61.52,21.93,99.28,17.48,763,Severe
Ahmedabad,82.03,14.9,92.12,56.06,14.9,113.34,65.25,19.32,59.77,9.53,474,Severe
Ahmedabad,84.43,6.85,74.68,41.54,6.85,115.41,90.79,13.58,45.82,6.52,343,Very Poor
Ahmedabad,84.46,7.58,87.62,48.4,7.58,102.36,69.02,14.48,45.6,6.33,278,Poor
Ahmedabad,76.51,9.26,76.69,44.32,9.26,103.46,93.51,14.29,61.83,7.48,256,Poor
Ahmedabad,63.88,13.87,69.32,44.16,13.87,70.3,105.33,12.77,60.99,9.5,300,Poor
Ahmedabad,81.1,19.42,109.07,67.15,19.42,93.3,65.69,19.56,72.46,11.29,532,Severe
Ahmedabad,73.61,25.96,173.08,103.8,25.96,93.86,36.51,17.69,61.48,9.93,534,Severe
Ahmedabad,75.79,31.55,146.8,95.16,31.55,113.82,41.95,21.18,64.94,11.11,738,Severe
Ahmedabad,77.87,23.19,137.62,84.44,23.19,107.58,50.46,16.52,56.8,10.21,622,Severe
Ahmedabad,77.72,8.91,135.66,72.82,8.91,101.93,48.73,14.27,49.51,6.42,517,Severe
Ahmedabad,66.89,5.86,92.57,49.53,5.86,89.53,68.56,9,37.96,4.21,216,Poor
Ahmedabad,74.57,16.31,133.53,77.31,16.31,103.2,55.23,12.18,55.8,8,316,Very Poor
Ahmedabad,89.1,44.57,137.16,100.17,44.57,92.55,59.41,18.16,59.55,18.01,586,Severe
Ahmedabad,110.34,30.4,150.93,94.57,30.4,95.48,47.58,16.99,102.25,16.31,898,Severe
Ahmedabad,82.53,20.58,150.48,88.76,20.58,106.65,43.23,15.93,76.58,13.48,421,Severe
Ahmedabad,108.01,22.69,132.63,81.63,22.69,86.78,10.99,15.14,58.18,10.19,542,Severe
Ahmedabad,92.94,14.34,114.26,66.44,14.34,83.85,51.68,11.26,38.97,7.45,610,Severe
Ahmedabad,87.3,44.01,163.43,112.56,44.01,127.99,12.21,18.24,77.88,13.33,716,Severe
Ahmedabad,89.06,29.54,132.69,86.77,29.54,119.07,41.74,25,85.81,13.5,804,Severe
Ahmedabad,51.61,32.42,127.3,86.29,32.42,100.99,31.7,14.07,54.29,9.53,656,Severe
Ahmedabad,91.13,65.07,169.17,131.09,65.07,128.78,25.03,21.46,61.87,9.84,1201,Severe
Ahmedabad,89.63,9.92,141.29,76.32,9.92,124.11,70.9,14.07,48.33,4.11,384,Very Poor
Ahmedabad,55.27,29.44,86.96,66.11,29.44,91.67,47.71,7.96,40.51,7.73,332,Very Poor
Ahmedabad,97.88,52.63,123.1,111.32,52.63,100.55,40.9,25.75,109.29,18.66,1155,Severe
Ahmedabad,128.56,89.57,160.65,157.6,89.57,124.43,40.06,36,111.01,29.73,1355,Severe
Ahmedabad,103.63,52.92,173.52,132.44,52.92,96.19,43.5,24.12,102.83,20.09,1367,Severe
Ahmedabad,102.16,15.17,145.55,82.32,15.17,137.02,63.22,13.51,56.14,5.82,795,Severe
Ahmedabad,89.53,35.38,122.51,94.35,35.38,156.59,83.69,14.9,82.3,12.69,430,Severe
Ahmedabad,101.92,65.27,189.67,141.23,65.27,125.54,41.52,18.18,69.89,13.38,1153,Severe
Ahmedabad,117.99,83.78,203.41,161.75,83.78,147.58,41,24.68,100.81,19.45,1414,Severe
Ahmedabad,115.79,42.54,166.11,124.97,42.54,151.92,32.24,12.32,41.88,8.79,1042,Severe
Ahmedabad,88.37,15.14,155.73,87.26,15.14,106.29,44.14,0.74,5.81,3.21,433,Severe
Ahmedabad,96.64,73.16,201.59,152.93,73.16,146.13,7.97,0.74,5.81,3.21,692,Severe
Ahmedabad,98,71.48,201.17,151.47,71.48,146.25,7.94,0.74,5.81,3.21,620,Severe
Ahmedabad,93.31,49.85,186.16,128.01,49.85,142.83,32.93,0.74,5.81,3.21,617,Severe
Ahmedabad,104.89,25.46,153.96,94.11,25.46,121.22,38.11,0.74,5.81,3.21,590,Severe
Ahmedabad,109.34,27.03,156.18,96.35,27.03,121.57,49.84,0.74,5.81,3.21,856,Severe
Ahmedabad,70.25,48.11,140.78,105.05,48.11,97.56,55.79,0.74,5.81,3.21,587,Severe
Ahmedabad,103.17,108.99,173.67,166.23,108.99,125.46,42.09,0.74,5.81,3.21,1423,Severe
Ahmedabad,84.48,20.33,99.65,63.78,20.33,151.24,29.52,0.74,5.81,3.21,471,Severe
Ahmedabad,89.41,28.93,130.93,85.46,28.93,110.86,34.08,0.74,5.81,3.21,488,Severe
Ahmedabad,64.61,10.31,117.16,64.84,10.31,104.81,51.44,0.74,5.81,3.21,471,Severe
Ahmedabad,65.35,6.17,104.31,53.74,6.17,59.29,64.67,0.74,5.81,3.21,172,Moderate
Ahmedabad,52.18,32.36,106.89,76.29,32.36,84.2,62.74,0.74,5.81,3.21,390,Very Poor
Ahmedabad,75.13,36.67,176.38,113.4,36.67,124.9,67.84,0.74,5.81,3.21,802,Severe
Ahmedabad,83.65,47.49,180.34,123.41,47.49,130.27,47.95,0.74,5.81,3.21,1035,Severe
Ahmedabad,114.78,74.41,159.18,138.66,74.41,122.06,32.35,9.83,41.52,10.93,1314,Severe
Ahmedabad,92.92,66.96,164.78,130.45,66.96,123.47,46.91,18.99,134.73,29.26,1215,Severe
Ahmedabad,91.66,92.86,135.71,136.23,92.86,108.4,46.15,27.37,129.03,30.26,1483,Severe
Ahmedabad,49.18,30.05,135.69,88.62,30.05,123.83,40.63,10.88,75.24,15.72,460,Severe
Ahmedabad,56.42,35.02,152.62,100.58,35.02,124.25,44.79,11.98,88.61,18.38,700,Severe
Ahmedabad,60.36,18.78,177.23,100.47,18.78,124.95,51.14,15.64,93.04,18.76,831,Severe
Ahmedabad,54.45,8.51,116.22,63.04,8.51,167.13,9.36,11.97,70.75,17.01,291,Poor
Ahmedabad,41.64,13.79,104.44,61.23,13.79,109.4,63.12,12.47,69.84,13.17,212,Poor
Ahmedabad,32.36,25.68,78.27,57.34,25.68,71.59,44.82,7.3,76.14,12.58,717,Severe
Ahmedabad,29.98,22.14,114.5,72.38,22.14,97.02,37,8.94,64.57,11.58,525,Severe
Ahmedabad,33.3,52.23,128.12,111.18,52.23,99.65,42.05,20.61,91.72,19.35,777,Severe
Ahmedabad,56.51,10.58,121.56,66.9,10.58,81.19,54.42,8.42,53.98,13.31,807,Severe
Ahmedabad,88.85,46.93,147.44,109.62,46.93,82.23,67.24,13.08,69.23,13.24,520,Severe
Ahmedabad,111.68,41.3,119.71,108.46,41.3,94.48,53.57,17.49,68.66,16,1171,Severe
Ahmedabad,116.93,31.48,118.96,104.3,31.48,98.31,53.2,24.48,128.41,25.34,1260,Severe
Ahmedabad,84.19,51.41,136.64,105.02,51.41,101.89,50.69,21.27,63.94,9.42,708,Severe
Ahmedabad,98.53,70.03,101.27,105.37,70.03,82.76,38.63,14.37,58.25,11.7,1108,Severe
Ahmedabad,84.16,17.12,91.61,57.46,17.12,72.88,24.38,13.56,35.06,6.01,761,Severe
Ahmedabad,71.82,37.72,77.57,75.31,37.72,59.98,46.07,15.85,41.29,8.02,541,Severe
Ahmedabad,80.51,80.75,83.56,104.64,80.75,45.11,36.86,19.32,76.59,13.9,1274,Severe
Ahmedabad,133.48,54.16,112.13,95.12,54.16,93.54,45.02,14.09,54.92,9.61,1241,Severe
Ahmedabad,116.54,45.17,140.86,103.35,45.17,118.35,10.65,11.53,66.97,9.89,1210,Severe
Ahmedabad,98.49,17.14,87.62,55.53,17.14,56.14,,7.12,31.65,5.03,301,Very Poor
Ahmedabad,160.68,14.93,97.06,58.49,14.93,51.32,59.78,7.58,39.23,4.58,549,Severe
Ahmedabad,102.05,15.35,81.15,51.04,15.35,57.4,47.29,0.99,7.55,6,414,Severe
Ahmedabad,100.33,9.58,92.44,52.24,9.58,37.78,60.16,0.74,5.89,3.79,484,Severe
Ahmedabad,99.73,30.04,152.23,96.68,30.04,75.71,62.24,0.74,6.68,3.21,577,Severe
Ahmedabad,104.22,39.51,142.95,118.86,39.51,72.1,52.74,0.74,5.81,3.21,862,Severe
Ahmedabad,109.8,30.62,132.61,87.54,30.62,99.72,57.77,0.74,5.81,3.21,889,Severe
Ahmedabad,124.44,42.25,147.48,125.33,42.25,119.98,51.56,0.74,5.81,3.21,1001,Severe
Ahmedabad,180.27,63.29,156.21,132.31,63.29,118.43,50.27,7.21,31.9,6.99,1156,Severe
Ahmedabad,138.6,13.28,93.81,55.67,13.28,116.67,55.1,12.15,41.59,6.18,691,Severe
Ahmedabad,139.21,61.15,148.06,117.86,61.15,103.12,63.73,16.49,48.57,8.29,308,Very Poor
Ahmedabad,154.09,51.8,101.12,94.39,51.8,111.55,48.08,17.66,60.63,10.61,965,Severe
Ahmedabad,121,14.95,93.59,56.81,14.95,119.43,50.94,9.17,34.15,4.39,1434,Severe
Ahmedabad,80.56,44.37,126.32,95.06,44.37,118.21,52.22,10.26,49.38,7.55,579,Severe
Ahmedabad,103.75,22.81,98.54,65.46,22.81,117.34,50.17,11.45,56.31,8.65,1034,Severe
Ahmedabad,75.68,10.93,70.57,42.58,10.93,106.94,68.45,8.15,32.62,4.76,498,Severe
Ahmedabad,62.83,21.11,68.69,49.24,21.11,67.09,71.3,9.24,29.75,5.67,265,Poor
Ahmedabad,104.23,40.3,69.08,63.98,40.3,19.21,42.57,15.3,42.19,8.47,740,Severe
Ahmedabad,91.04,5.88,64.6,35.89,5.88,74.09,29.65,7.72,23.75,3.88,856,Severe
Ahmedabad,90.13,15.24,81.38,51.07,15.24,73.62,73.07,8.88,32.62,5.49,304,Very Poor
